Identifiant;n° notice BnF;Type de notice ;Type de document;Localisation;Exemplaire n°;Titre;Auteur;Contributeur;Editeur;Date;Description;Sujet;Couverture;Langue;Format;
http://catalogue.bnf.fr/ark:/12148/cb37227922k;37227922;monographie;texte imprimé;Document numérique | NUMM-4103 | ;1;Dictionnaire dramatique ([Reprod. en fac-sim.]) [Chamfort];Chamfort, Sébastien-Roch-Nicolas de (1741?-1794). Auteur du texte;;Slatkine reprints (Genève);1776;;Théâtre;;fre | français | ;"3 vol. (527, 510, 615 p.) ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb37227922k;37227922;monographie;texte imprimé;Document numérique | NUMM-4104 | ;2;Dictionnaire dramatique ([Reprod. en fac-sim.]) [Chamfort];Chamfort, Sébastien-Roch-Nicolas de (1741?-1794). Auteur du texte;;Slatkine reprints (Genève);1776;;Théâtre;;fre | français | ;"3 vol. (527, 510, 615 p.) ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb37227922k;37227922;monographie;texte imprimé;Document numérique | NUMM-4105 | ;3;Dictionnaire dramatique ([Reprod. en fac-sim.]) [Chamfort];Chamfort, Sébastien-Roch-Nicolas de (1741?-1794). Auteur du texte;;Slatkine reprints (Genève);1776;;Théâtre;;fre | français | ;"3 vol. (527, 510, 615 p.) ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb30217998n;30217998;monographie;texte imprimé;Document numérique | NUMM-5735739 | ;1;Épître d'un père à son fils sur la naissance d'un petit-fils, qui a remporté le prix de l'Académie française en 1764, par M. de Chamfort;Chamfort, Sébastien-Roch-Nicolas de (1741?-1794). Auteur du texte;;impr. de Regnard (Paris);1764;;;;fre | français | ;In-8° , 13 p.;
http://catalogue.bnf.fr/ark:/12148/cb30217998n;30217998;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | YE-17466 | ;2;Épître d'un père à son fils sur la naissance d'un petit-fils, qui a remporté le prix de l'Académie française en 1764, par M. de Chamfort;Chamfort, Sébastien-Roch-Nicolas de (1741?-1794). Auteur du texte;;impr. de Regnard (Paris);1764;;;;fre | français | ;In-8° , 13 p.;
http://catalogue.bnf.fr/ark:/12148/cb302179979;30217997;monographie;texte imprimé;Document numérique | NUMM-5736010 | ;1;Épître d'un père à son fils sur la naissance d'un petit-fils, qui a remporté le prix de l'Académie française en 1764, par M. de Chamfort;Chamfort, Sébastien-Roch-Nicolas de (1741?-1794). Auteur du texte;;impr. de Regnard (Paris);1764;;;;fre | français | ;In-8° , 15 p.;
http://catalogue.bnf.fr/ark:/12148/cb302179979;30217997;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | YE-17465 | ;2;Épître d'un père à son fils sur la naissance d'un petit-fils, qui a remporté le prix de l'Académie française en 1764, par M. de Chamfort;Chamfort, Sébastien-Roch-Nicolas de (1741?-1794). Auteur du texte;;impr. de Regnard (Paris);1764;;;;fre | français | ;In-8° , 15 p.;
http://catalogue.bnf.fr/ark:/12148/cb302179979;30217997;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | RES-YF-4334 | ;3;Épître d'un père à son fils sur la naissance d'un petit-fils, qui a remporté le prix de l'Académie française en 1764, par M. de Chamfort;Chamfort, Sébastien-Roch-Nicolas de (1741?-1794). Auteur du texte;;impr. de Regnard (Paris);1764;;;;fre | français | ;In-8° , 15 p.;
http://catalogue.bnf.fr/ark:/12148/cb302179979;30217997;monographie;texte imprimé;ARS | Arsenal | magasin | 8-BL-10175 (3) | ;4;Épître d'un père à son fils sur la naissance d'un petit-fils, qui a remporté le prix de l'Académie française en 1764, par M. de Chamfort;Chamfort, Sébastien-Roch-Nicolas de (1741?-1794). Auteur du texte;;impr. de Regnard (Paris);1764;;;;fre | français | ;In-8° , 15 p.;
http://catalogue.bnf.fr/ark:/12148/cb30218000v;30218000;monographie;texte imprimé;Document numérique | NUMM-5812536 | ;1;La jeune indienne , comédie en un acte et en vers... par M. de Chamfort;Chamfort, Sébastien-Roch-Nicolas de (1741?-1794). Auteur du texte;;Cailleau (Paris);1764;;;;fre | français | ;"44 p. ; in-8";
http://catalogue.bnf.fr/ark:/12148/cb30218000v;30218000;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | MFICHE 8-YTH-9567 | ;2;La jeune indienne , comédie en un acte et en vers... par M. de Chamfort;Chamfort, Sébastien-Roch-Nicolas de (1741?-1794). Auteur du texte;;Cailleau (Paris);1764;;;;fre | français | ;"44 p. ; in-8";
http://catalogue.bnf.fr/ark:/12148/cb30218000v;30218000;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-YTH-9567 | ;3;La jeune indienne , comédie en un acte et en vers... par M. de Chamfort;Chamfort, Sébastien-Roch-Nicolas de (1741?-1794). Auteur du texte;;Cailleau (Paris);1764;;;;fre | français | ;"44 p. ; in-8";
http://catalogue.bnf.fr/ark:/12148/cb30218000v;30218000;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-YTH-9568 | ;4;La jeune indienne , comédie en un acte et en vers... par M. de Chamfort;Chamfort, Sébastien-Roch-Nicolas de (1741?-1794). Auteur du texte;;Cailleau (Paris);1764;;;;fre | français | ;"44 p. ; in-8";
http://catalogue.bnf.fr/ark:/12148/cb30218000v;30218000;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-YTH-9569 | ;5;La jeune indienne , comédie en un acte et en vers... par M. de Chamfort;Chamfort, Sébastien-Roch-Nicolas de (1741?-1794). Auteur du texte;;Cailleau (Paris);1764;;;;fre | français | ;"44 p. ; in-8";
http://catalogue.bnf.fr/ark:/12148/cb30218000v;30218000;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-YTH-9570 | ;6;La jeune indienne , comédie en un acte et en vers... par M. de Chamfort;Chamfort, Sébastien-Roch-Nicolas de (1741?-1794). Auteur du texte;;Cailleau (Paris);1764;;;;fre | français | ;"44 p. ; in-8";
http://catalogue.bnf.fr/ark:/12148/cb30218000v;30218000;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | Z ROTHSCHILD-4384 | ;7;La jeune indienne , comédie en un acte et en vers... par M. de Chamfort;Chamfort, Sébastien-Roch-Nicolas de (1741?-1794). Auteur du texte;;Cailleau (Paris);1764;;;;fre | français | ;"44 p. ; in-8";
http://catalogue.bnf.fr/ark:/12148/cb30218000v;30218000;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | RES-YF-4336 | ;8;La jeune indienne , comédie en un acte et en vers... par M. de Chamfort;Chamfort, Sébastien-Roch-Nicolas de (1741?-1794). Auteur du texte;;Cailleau (Paris);1764;;;;fre | français | ;"44 p. ; in-8";
http://catalogue.bnf.fr/ark:/12148/cb30218000v;30218000;monographie;texte imprimé;Richelieu | Arts du spectacle | magasin | 8-RF-8407 | ;9;La jeune indienne , comédie en un acte et en vers... par M. de Chamfort;Chamfort, Sébastien-Roch-Nicolas de (1741?-1794). Auteur du texte;;Cailleau (Paris);1764;;;;fre | français | ;"44 p. ; in-8";
